episode,n_steps,duration_s,team_total_reward,team_reward_per_step,agent_0_total,agent_1_total
184,500,0.0,0.0,0.0,0.0,0.0
185,500,0.0,0.0,0.0,0.0,0.0
186,500,0.0,0.0,0.0,0.0,0.0
187,500,0.0,0.0,0.0,0.0,0.0
188,500,0.0,0.0,0.0,0.0,0.0
189,500,0.0,0.0,0.0,0.0,0.0
190,500,0.0,0.0,0.0,0.0,0.0
191,500,0.0,0.0,0.0,0.0,0.0
192,500,0.0,0.0,0.0,0.0,0.0
193,500,0.0,0.0,0.0,0.0,0.0
194,500,0.0,0.0,0.0,0.0,0.0
195,500,0.0,0.0,0.0,0.0,0.0
196,500,0.0,0.0,0.0,0.0,0.0
197,500,0.0,0.0,0.0,0.0,0.0
198,500,0.0,0.0,0.0,0.0,0.0
199,500,0.0,0.0,0.0,0.0,0.0
200,500,0.0,0.0,0.0,0.0,0.0
201,500,0.0,0.0,0.0,0.0,0.0
202,500,0.0,0.0,0.0,0.0,0.0
203,500,0.0,0.0,0.0,0.0,0.0
204,500,0.0,0.0,0.0,0.0,0.0
205,500,0.0,0.0,0.0,0.0,0.0
206,500,0.0,0.0,0.0,0.0,0.0
207,500,0.0,0.0,0.0,0.0,0.0
208,500,0.0,0.0,0.0,0.0,0.0
209,500,0.0,0.0,0.0,0.0,0.0
210,500,0.0,0.0,0.0,0.0,0.0
211,500,0.0,1.0,0.002,1.0,0.0
212,500,0.0,0.0,0.0,0.0,0.0
213,500,0.0,0.0,0.0,0.0,0.0
214,500,0.0,0.0,0.0,0.0,0.0
215,500,0.0,1.0,0.002,0.0,1.0
216,500,0.0,0.0,0.0,0.0,0.0
217,500,0.0,0.0,0.0,0.0,0.0
218,500,0.0,0.0,0.0,0.0,0.0
219,500,0.0,0.0,0.0,0.0,0.0
220,500,0.0,0.0,0.0,0.0,0.0
221,500,0.0,0.0,0.0,0.0,0.0
222,500,0.0,0.0,0.0,0.0,0.0
223,500,0.0,0.0,0.0,0.0,0.0
224,500,0.0,0.0,0.0,0.0,0.0
225,500,0.0,0.0,0.0,0.0,0.0
226,500,0.0,0.0,0.0,0.0,0.0
227,500,0.0,0.0,0.0,0.0,0.0
228,500,0.0,0.0,0.0,0.0,0.0
229,500,0.0,0.0,0.0,0.0,0.0
230,500,0.0,0.0,0.0,0.0,0.0
231,500,0.0,0.0,0.0,0.0,0.0
232,500,0.0,0.0,0.0,0.0,0.0
233,500,0.0,0.0,0.0,0.0,0.0
234,500,0.0,0.0,0.0,0.0,0.0
235,500,0.0,0.0,0.0,0.0,0.0
236,500,0.0,0.0,0.0,0.0,0.0
237,500,0.0,0.0,0.0,0.0,0.0
238,500,0.0,0.0,0.0,0.0,0.0
239,500,0.0,0.0,0.0,0.0,0.0
240,500,0.0,0.0,0.0,0.0,0.0
241,500,0.0,0.0,0.0,0.0,0.0
242,500,0.0,0.0,0.0,0.0,0.0
243,500,0.0,0.0,0.0,0.0,0.0
244,500,0.0,1.0,0.002,1.0,0.0
245,500,0.0,0.0,0.0,0.0,0.0
246,500,0.0,0.0,0.0,0.0,0.0
247,500,0.0,0.0,0.0,0.0,0.0
248,500,0.0,0.0,0.0,0.0,0.0
249,500,0.0,0.0,0.0,0.0,0.0
250,500,0.0,0.0,0.0,0.0,0.0
251,500,0.0,0.0,0.0,0.0,0.0
252,500,0.0,0.0,0.0,0.0,0.0
253,500,0.0,0.0,0.0,0.0,0.0
254,500,0.0,0.0,0.0,0.0,0.0
255,500,0.0,0.0,0.0,0.0,0.0
256,500,0.0,0.0,0.0,0.0,0.0
257,500,0.0,0.0,0.0,0.0,0.0
258,500,0.0,0.0,0.0,0.0,0.0
259,500,0.0,0.0,0.0,0.0,0.0
260,500,0.0,0.0,0.0,0.0,0.0
261,500,0.0,0.0,0.0,0.0,0.0
262,500,0.0,0.0,0.0,0.0,0.0
263,500,0.0,0.0,0.0,0.0,0.0
264,500,0.0,0.0,0.0,0.0,0.0
265,500,0.0,0.0,0.0,0.0,0.0
266,500,0.0,0.0,0.0,0.0,0.0
267,500,0.0,0.0,0.0,0.0,0.0
268,500,0.0,0.0,0.0,0.0,0.0
269,500,0.0,0.0,0.0,0.0,0.0
270,500,0.0,0.0,0.0,0.0,0.0
271,500,0.0,1.0,0.002,1.0,0.0
272,500,0.0,1.0,0.002,0.0,1.0
273,500,0.0,0.0,0.0,0.0,0.0
274,500,0.0,0.0,0.0,0.0,0.0
275,500,0.0,0.0,0.0,0.0,0.0
276,500,0.0,0.0,0.0,0.0,0.0
277,500,0.0,0.0,0.0,0.0,0.0
278,500,0.0,0.0,0.0,0.0,0.0
279,500,0.0,0.0,0.0,0.0,0.0
280,500,0.0,0.0,0.0,0.0,0.0
281,500,0.0,0.0,0.0,0.0,0.0
282,500,0.0,0.0,0.0,0.0,0.0
283,500,0.0,0.0,0.0,0.0,0.0
284,500,0.0,0.0,0.0,0.0,0.0
285,500,0.0,0.0,0.0,0.0,0.0
286,500,0.0,0.0,0.0,0.0,0.0
287,500,0.0,1.0,0.002,1.0,0.0
288,500,0.0,1.0,0.002,1.0,0.0
289,500,0.0,0.0,0.0,0.0,0.0
290,500,0.0,0.0,0.0,0.0,0.0
291,500,0.0,0.0,0.0,0.0,0.0
292,500,0.0,0.0,0.0,0.0,0.0
293,500,0.0,0.0,0.0,0.0,0.0
294,500,0.0,0.0,0.0,0.0,0.0
295,500,0.0,0.0,0.0,0.0,0.0
296,500,0.0,0.0,0.0,0.0,0.0
297,500,0.0,0.0,0.0,0.0,0.0
298,500,0.0,0.0,0.0,0.0,0.0
299,500,0.0,0.0,0.0,0.0,0.0
300,500,0.0,0.0,0.0,0.0,0.0
301,500,0.0,0.0,0.0,0.0,0.0
302,500,0.0,0.0,0.0,0.0,0.0
303,500,0.0,0.0,0.0,0.0,0.0
304,500,0.0,0.0,0.0,0.0,0.0
305,500,0.0,0.0,0.0,0.0,0.0
306,500,0.0,0.0,0.0,0.0,0.0
307,500,0.0,0.0,0.0,0.0,0.0
308,500,0.0,0.0,0.0,0.0,0.0
309,500,0.0,0.0,0.0,0.0,0.0
310,500,0.0,0.0,0.0,0.0,0.0
311,500,0.0,0.0,0.0,0.0,0.0
312,500,0.0,0.0,0.0,0.0,0.0
313,500,0.0,0.0,0.0,0.0,0.0
314,500,0.0,1.0,0.002,0.0,1.0
315,500,0.0,0.0,0.0,0.0,0.0
316,500,0.0,0.0,0.0,0.0,0.0
317,500,0.0,0.0,0.0,0.0,0.0
318,500,0.0,0.0,0.0,0.0,0.0
319,500,0.0,0.0,0.0,0.0,0.0
320,500,0.0,0.0,0.0,0.0,0.0
321,500,0.0,0.0,0.0,0.0,0.0
322,500,0.0,0.0,0.0,0.0,0.0
323,500,0.0,0.0,0.0,0.0,0.0
324,500,0.0,0.0,0.0,0.0,0.0
325,500,0.0,0.0,0.0,0.0,0.0
326,500,0.0,0.0,0.0,0.0,0.0
327,500,0.0,0.0,0.0,0.0,0.0
328,500,0.0,0.0,0.0,0.0,0.0
329,500,0.0,0.0,0.0,0.0,0.0
330,500,0.0,0.0,0.0,0.0,0.0
331,500,0.0,0.0,0.0,0.0,0.0
332,500,0.0,0.0,0.0,0.0,0.0
333,500,0.0,0.0,0.0,0.0,0.0
334,500,0.0,0.0,0.0,0.0,0.0
335,500,0.0,0.0,0.0,0.0,0.0
336,500,0.0,0.0,0.0,0.0,0.0
337,500,0.0,0.0,0.0,0.0,0.0
338,500,0.0,0.0,0.0,0.0,0.0
339,500,0.0,0.0,0.0,0.0,0.0
340,500,0.0,0.0,0.0,0.0,0.0
341,500,0.0,0.0,0.0,0.0,0.0
342,500,0.0,0.0,0.0,0.0,0.0
343,500,0.0,0.0,0.0,0.0,0.0
344,500,0.0,0.0,0.0,0.0,0.0
345,500,0.0,1.0,0.002,0.0,1.0
346,500,0.0,0.0,0.0,0.0,0.0
347,500,0.0,0.0,0.0,0.0,0.0
348,500,0.0,0.0,0.0,0.0,0.0
349,500,0.0,2.0,0.004,1.0,1.0
350,500,0.0,0.0,0.0,0.0,0.0
351,500,0.0,0.0,0.0,0.0,0.0
352,500,0.0,1.0,0.002,1.0,0.0
353,500,0.0,0.0,0.0,0.0,0.0
354,500,0.0,0.0,0.0,0.0,0.0
355,500,0.0,0.0,0.0,0.0,0.0
356,500,0.0,0.0,0.0,0.0,0.0
357,500,0.0,0.0,0.0,0.0,0.0
358,500,0.0,1.0,0.002,1.0,0.0
359,500,0.0,0.0,0.0,0.0,0.0
360,500,0.0,0.0,0.0,0.0,0.0
361,500,0.0,0.0,0.0,0.0,0.0
362,500,0.0,0.0,0.0,0.0,0.0
363,500,0.0,0.0,0.0,0.0,0.0
364,500,0.0,0.0,0.0,0.0,0.0
365,500,0.0,0.0,0.0,0.0,0.0
366,500,0.0,0.0,0.0,0.0,0.0
367,500,0.0,0.0,0.0,0.0,0.0
368,500,0.0,0.0,0.0,0.0,0.0
369,500,0.0,1.0,0.002,1.0,0.0
370,500,0.0,0.0,0.0,0.0,0.0
371,500,0.0,1.0,0.002,0.0,1.0
372,500,0.0,0.0,0.0,0.0,0.0
373,500,0.0,0.0,0.0,0.0,0.0
374,500,0.0,0.0,0.0,0.0,0.0
375,500,0.0,0.0,0.0,0.0,0.0
376,500,0.0,0.0,0.0,0.0,0.0
377,500,0.0,0.0,0.0,0.0,0.0
378,500,0.0,0.0,0.0,0.0,0.0
379,500,0.0,0.0,0.0,0.0,0.0
380,500,0.0,0.0,0.0,0.0,0.0
381,500,0.0,0.0,0.0,0.0,0.0
382,500,0.0,0.0,0.0,0.0,0.0
383,500,0.0,0.0,0.0,0.0,0.0
384,500,0.0,0.0,0.0,0.0,0.0
385,500,0.0,0.0,0.0,0.0,0.0
386,500,0.0,0.0,0.0,0.0,0.0
387,500,0.0,0.0,0.0,0.0,0.0
388,500,0.0,1.0,0.002,0.0,1.0
389,500,0.0,0.0,0.0,0.0,0.0
390,500,0.0,0.0,0.0,0.0,0.0
391,500,0.0,0.0,0.0,0.0,0.0
392,500,0.0,0.0,0.0,0.0,0.0
393,500,0.0,0.0,0.0,0.0,0.0
394,500,0.0,0.0,0.0,0.0,0.0
395,500,0.0,0.0,0.0,0.0,0.0
396,500,0.0,0.0,0.0,0.0,0.0
397,500,0.0,0.0,0.0,0.0,0.0
398,500,0.0,0.0,0.0,0.0,0.0
399,500,0.0,0.0,0.0,0.0,0.0
400,500,0.0,0.0,0.0,0.0,0.0
401,500,0.0,0.0,0.0,0.0,0.0
402,500,0.0,0.0,0.0,0.0,0.0
403,500,0.0,0.0,0.0,0.0,0.0
404,500,0.0,0.0,0.0,0.0,0.0
405,500,0.0,0.0,0.0,0.0,0.0
406,500,0.0,0.0,0.0,0.0,0.0
407,500,0.0,0.0,0.0,0.0,0.0
408,500,0.0,0.0,0.0,0.0,0.0
409,500,0.0,0.0,0.0,0.0,0.0
410,500,0.0,1.0,0.002,1.0,0.0
411,500,0.0,0.0,0.0,0.0,0.0
412,500,0.0,0.0,0.0,0.0,0.0
413,500,0.0,0.0,0.0,0.0,0.0
414,500,0.0,0.0,0.0,0.0,0.0
415,500,0.0,0.0,0.0,0.0,0.0
416,500,0.0,0.0,0.0,0.0,0.0
417,500,0.0,0.0,0.0,0.0,0.0
418,500,0.0,0.0,0.0,0.0,0.0
419,500,0.0,0.0,0.0,0.0,0.0
420,500,0.0,0.0,0.0,0.0,0.0
421,500,0.0,0.0,0.0,0.0,0.0
422,500,0.0,0.0,0.0,0.0,0.0
423,500,0.0,0.0,0.0,0.0,0.0
424,500,0.0,0.0,0.0,0.0,0.0
425,500,0.0,0.0,0.0,0.0,0.0
426,500,0.0,0.0,0.0,0.0,0.0
427,500,0.0,0.0,0.0,0.0,0.0
428,500,0.0,0.0,0.0,0.0,0.0
429,500,0.0,0.0,0.0,0.0,0.0
430,500,0.0,0.0,0.0,0.0,0.0
431,500,0.0,0.0,0.0,0.0,0.0
432,500,0.0,0.0,0.0,0.0,0.0
433,500,0.0,0.0,0.0,0.0,0.0
434,500,0.0,0.0,0.0,0.0,0.0
435,500,0.0,0.0,0.0,0.0,0.0
436,500,0.0,0.0,0.0,0.0,0.0
437,500,0.0,0.0,0.0,0.0,0.0
438,500,0.0,0.0,0.0,0.0,0.0
439,500,0.0,0.0,0.0,0.0,0.0
440,500,0.0,0.0,0.0,0.0,0.0
441,500,0.0,0.0,0.0,0.0,0.0
442,500,0.0,0.0,0.0,0.0,0.0
443,500,0.0,0.0,0.0,0.0,0.0
444,500,0.0,0.0,0.0,0.0,0.0
445,500,0.0,0.0,0.0,0.0,0.0
446,500,0.0,0.0,0.0,0.0,0.0
447,500,0.0,0.0,0.0,0.0,0.0
448,500,0.0,0.0,0.0,0.0,0.0
449,500,0.0,0.0,0.0,0.0,0.0
450,500,0.0,0.0,0.0,0.0,0.0
451,500,0.0,1.0,0.002,0.0,1.0
452,500,0.0,0.0,0.0,0.0,0.0
453,500,0.0,1.0,0.002,0.0,1.0
454,500,0.0,0.0,0.0,0.0,0.0
455,500,0.0,0.0,0.0,0.0,0.0
456,500,0.0,0.0,0.0,0.0,0.0
457,500,0.0,0.0,0.0,0.0,0.0
458,500,0.0,0.0,0.0,0.0,0.0
459,500,0.0,0.0,0.0,0.0,0.0
460,500,0.0,0.0,0.0,0.0,0.0
461,500,0.0,0.0,0.0,0.0,0.0
462,500,0.0,0.0,0.0,0.0,0.0
463,500,0.0,0.0,0.0,0.0,0.0
464,500,0.0,0.0,0.0,0.0,0.0
465,500,0.0,0.0,0.0,0.0,0.0
466,500,0.0,0.0,0.0,0.0,0.0
467,500,0.0,0.0,0.0,0.0,0.0
468,500,0.0,0.0,0.0,0.0,0.0
469,500,0.0,1.0,0.002,0.0,1.0
470,500,0.0,0.0,0.0,0.0,0.0
471,500,0.0,0.0,0.0,0.0,0.0
472,500,0.0,0.0,0.0,0.0,0.0
473,500,0.0,0.0,0.0,0.0,0.0
474,500,0.0,0.0,0.0,0.0,0.0
475,500,0.0,0.0,0.0,0.0,0.0
476,500,0.0,0.0,0.0,0.0,0.0
477,500,0.0,0.0,0.0,0.0,0.0
478,500,0.0,0.0,0.0,0.0,0.0
479,500,0.0,0.0,0.0,0.0,0.0
480,500,0.0,0.0,0.0,0.0,0.0
481,500,0.0,0.0,0.0,0.0,0.0
482,500,0.0,0.0,0.0,0.0,0.0
483,500,0.0,0.0,0.0,0.0,0.0
484,500,0.0,0.0,0.0,0.0,0.0
485,500,0.0,0.0,0.0,0.0,0.0
486,500,0.0,0.0,0.0,0.0,0.0
487,500,0.0,0.0,0.0,0.0,0.0
488,500,0.0,0.0,0.0,0.0,0.0
489,500,0.0,0.0,0.0,0.0,0.0
490,500,0.0,0.0,0.0,0.0,0.0
491,500,0.0,0.0,0.0,0.0,0.0
492,500,0.0,0.0,0.0,0.0,0.0
493,500,0.0,0.0,0.0,0.0,0.0
494,500,0.0,0.0,0.0,0.0,0.0
495,500,0.0,0.0,0.0,0.0,0.0
496,500,0.0,0.0,0.0,0.0,0.0
497,500,0.0,0.0,0.0,0.0,0.0
498,500,0.0,1.0,0.002,0.0,1.0
499,500,0.0,0.0,0.0,0.0,0.0
500,500,0.0,0.0,0.0,0.0,0.0
501,500,0.0,0.0,0.0,0.0,0.0
502,500,0.0,0.0,0.0,0.0,0.0
503,500,0.0,0.0,0.0,0.0,0.0
504,500,0.0,0.0,0.0,0.0,0.0
505,500,0.0,0.0,0.0,0.0,0.0
506,500,0.0,0.0,0.0,0.0,0.0
507,500,0.0,0.0,0.0,0.0,0.0
508,500,0.0,0.0,0.0,0.0,0.0
509,500,0.0,0.0,0.0,0.0,0.0
510,500,0.0,0.0,0.0,0.0,0.0
511,500,0.0,0.0,0.0,0.0,0.0
512,500,0.0,0.0,0.0,0.0,0.0
513,500,0.0,0.0,0.0,0.0,0.0
514,500,0.0,0.0,0.0,0.0,0.0
515,500,0.0,0.0,0.0,0.0,0.0
516,500,0.0,0.0,0.0,0.0,0.0
517,500,0.0,0.0,0.0,0.0,0.0
518,500,0.0,0.0,0.0,0.0,0.0
519,500,0.0,0.0,0.0,0.0,0.0
520,500,0.0,0.0,0.0,0.0,0.0
521,500,0.0,0.0,0.0,0.0,0.0
522,500,0.0,0.0,0.0,0.0,0.0
523,500,0.0,0.0,0.0,0.0,0.0
524,500,0.0,0.0,0.0,0.0,0.0
525,500,0.0,0.0,0.0,0.0,0.0
526,500,0.0,0.0,0.0,0.0,0.0
527,500,0.0,0.0,0.0,0.0,0.0
528,500,0.0,0.0,0.0,0.0,0.0
529,500,0.0,0.0,0.0,0.0,0.0
530,500,0.0,0.0,0.0,0.0,0.0
531,500,0.0,0.0,0.0,0.0,0.0
532,500,0.0,0.0,0.0,0.0,0.0
533,500,0.0,0.0,0.0,0.0,0.0
534,500,0.0,0.0,0.0,0.0,0.0
535,500,0.0,0.0,0.0,0.0,0.0
536,500,0.0,0.0,0.0,0.0,0.0
537,500,0.0,0.0,0.0,0.0,0.0
538,500,0.0,0.0,0.0,0.0,0.0
539,500,0.0,0.0,0.0,0.0,0.0
540,500,0.0,1.0,0.002,1.0,0.0
541,500,0.0,0.0,0.0,0.0,0.0
542,500,0.0,0.0,0.0,0.0,0.0
543,500,0.0,0.0,0.0,0.0,0.0
544,500,0.0,0.0,0.0,0.0,0.0
545,500,0.0,0.0,0.0,0.0,0.0
546,500,0.0,1.0,0.002,0.0,1.0
547,500,0.0,0.0,0.0,0.0,0.0
548,500,0.0,0.0,0.0,0.0,0.0
549,500,0.0,0.0,0.0,0.0,0.0
550,500,0.0,0.0,0.0,0.0,0.0
551,500,0.0,0.0,0.0,0.0,0.0
552,500,0.0,0.0,0.0,0.0,0.0
553,500,0.0,0.0,0.0,0.0,0.0
554,500,0.0,0.0,0.0,0.0,0.0
555,500,0.0,0.0,0.0,0.0,0.0
556,500,0.0,0.0,0.0,0.0,0.0
557,500,0.0,0.0,0.0,0.0,0.0
558,500,0.0,0.0,0.0,0.0,0.0
559,500,0.0,0.0,0.0,0.0,0.0
560,500,0.0,0.0,0.0,0.0,0.0
561,500,0.0,0.0,0.0,0.0,0.0
562,500,0.0,0.0,0.0,0.0,0.0
563,500,0.0,0.0,0.0,0.0,0.0
564,500,0.0,0.0,0.0,0.0,0.0
565,500,0.0,0.0,0.0,0.0,0.0
566,500,0.0,0.0,0.0,0.0,0.0
567,500,0.0,0.0,0.0,0.0,0.0
568,500,0.0,1.0,0.002,1.0,0.0
569,500,0.0,0.0,0.0,0.0,0.0
570,500,0.0,0.0,0.0,0.0,0.0
571,500,0.0,0.0,0.0,0.0,0.0
572,500,0.0,0.0,0.0,0.0,0.0
573,500,0.0,0.0,0.0,0.0,0.0
574,500,0.0,0.0,0.0,0.0,0.0
575,500,0.0,0.0,0.0,0.0,0.0
576,500,0.0,0.0,0.0,0.0,0.0
577,500,0.0,0.0,0.0,0.0,0.0
578,500,0.0,0.0,0.0,0.0,0.0
